0.000000000000000000e+00,-2.876729120024000275e-01
1.001001001001000992e-02,-2.502193403564693108e-01
2.002002002002001985e-02,-2.549766968964290448e-01
3.003003003003002977e-02,-2.601242598770870385e-01
4.004004004004003969e-02,-2.820274358392790837e-01
5.005005005005004615e-02,-2.426009279958990794e-01
6.006006006006005954e-02,-2.894282644996064024e-01
7.007007007007007293e-02,-2.465544898430004905e-01
8.008008008008007939e-02,-2.600467813653093985e-01
9.009009009009008584e-02,-2.886839263968189684e+00
1.001001001001000923e-01,-2.855526755270072492e-01
1.101101101101101126e-01,-2.754071054334976121e-01
1.201201201201201191e-01,-3.090021609737879649e-01
1.301301301301301394e-01,-2.506272194764553318e-01
1.401401401401401459e-01,4.984474795855184936e+00
1.501501501501501523e-01,-2.547078175703927361e-01
1.601601601601601588e-01,-2.899742787411681011e-01
1.701701701701701652e-01,-2.788729137125297020e-01
1.801801801801801717e-01,7.764892858238065187e+00
1.901901901901901781e-01,-2.642504358264731179e-01
2.002002002002001846e-01,-2.479071753482336993e-01
2.102102102102102188e-01,-2.624158143435250667e-01
2.202202202202202252e-01,-2.651558972075456211e-01
2.302302302302302317e-01,-1.569171728093512819e+01
2.402402402402402382e-01,-2.457608280151005742e-01
2.502502502502502724e-01,-2.844354912313044048e-01
2.602602602602602788e-01,-2.887550144038976141e-01
2.702702702702702853e-01,-2.765813579460896232e-01
2.802802802802802917e-01,-2.785810936650717773e-01
2.902902902902902982e-01,-2.836905697121447356e-01
3.003003003003003046e-01,-2.622164096975582726e-01
3.103103103103103111e-01,-2.730449375683367541e-01
3.203203203203203175e-01,-2.918605134492082143e-01
3.303303303303303240e-01,-2.396060900537365090e-01
3.403403403403403304e-01,-2.951300343700842266e-01
3.503503503503503369e-01,-2.729482932860798905e-01
3.603603603603603434e-01,-3.027494177157065147e-01
3.703703703703703498e-01,-9.706106061987958000e+00
3.803803803803803563e-01,-3.080060239121851673e+00
3.903903903903903627e-01,-2.514736792964004097e-01
4.004004004004003692e-01,-2.874964248625009877e-01
4.104104104104104311e-01,-2.868572356410368229e-01
4.204204204204204376e-01,-3.203753932906066026e-01
4.304304304304304440e-01,-2.880225657821851026e-01
4.404404404404404505e-01,-3.141621350838137983e-01
4.504504504504504570e-01,-3.080612937157459208e-01
4.604604604604604634e-01,-2.866356253754706040e-01
4.704704704704704699e-01,-3.059163833428498736e-01
4.804804804804804763e-01,-2.672015639458876768e-01
4.904904904904904828e-01,-2.726055962190264137e-01
5.005005005005005447e-01,-2.957221575764287791e-01
5.105105105105105512e-01,-5.776937586397080437e+00
5.205205205205205576e-01,-3.049932524616523200e-01
5.305305305305305641e-01,-2.958723221572049367e-01
5.405405405405405705e-01,-2.939218525489323275e-01
5.505505505505505770e-01,-3.093828957765910048e-01
5.605605605605605835e-01,-3.285539251817329864e-01
5.705705705705705899e-01,-3.011075314900191757e-01
5.805805805805805964e-01,-3.036768077048278003e-01
5.905905905905906028e-01,-3.216682929181844952e-01
6.006006006006006093e-01,-3.102450077761424452e-01
6.106106106106106157e-01,-3.264627437658420006e-01
6.206206206206206222e-01,-2.990443930417770457e-01
6.306306306306306286e-01,-3.089238967761290255e-01
6.406406406406406351e-01,-3.093396102740017528e-01
6.506506506506506415e-01,-5.588336118902248018e+00
6.606606606606606480e-01,-2.711402969803278773e-01
6.706706706706706544e-01,-3.151499611576513149e-01
6.806806806806806609e-01,-3.051370055729979991e-01
6.906906906906906674e-01,-2.961494288439822098e-01
7.007007007007006738e-01,-3.207071088506836531e-01
7.107107107107106803e-01,-3.018572945713780542e-01
7.207207207207206867e-01,-2.956786798302816766e-01
7.307307307307306932e-01,-3.214869614234462381e-01
7.407407407407406996e-01,-2.658639743867656779e-01
7.507507507507507061e-01,-3.586078319284501381e-01
7.607607607607607125e-01,-3.400800485971680609e-01
7.707707707707707190e-01,-3.488858356957055817e-01
7.807807807807807254e-01,-3.035725814855047000e-01
7.907907907907907319e-01,-3.219436627132591378e-01
8.008008008008007383e-01,-3.434493214137580019e-01
8.108108108108108558e-01,-3.134579913807040152e-01
8.208208208208208623e-01,-3.362251785425404704e-01
8.308308308308308687e-01,-2.787514820657427395e-01
8.408408408408408752e-01,-3.423934461690086306e-01
8.508508508508508816e-01,-3.114882300461607745e-01
8.608608608608608881e-01,-3.543685311975047769e-01
8.708708708708708945e-01,-3.244053228679076306e-01
8.808808808808809010e-01,-3.451402314011039474e-01
8.908908908908909074e-01,-3.631111726041398313e-01
9.009009009009009139e-01,-3.790549242674205455e-01
9.109109109109109204e-01,-6.477318159051753454e+00
9.209209209209209268e-01,-6.255061221334860200e+00
9.309309309309309333e-01,-3.401348840437224963e-01
9.409409409409409397e-01,-3.701960054556873159e-01
9.509509509509509462e-01,-3.146137172140454630e-01
9.609609609609609526e-01,-3.352838562454952820e-01
9.709709709709709591e-01,-3.290866970105374989e-01
9.809809809809809655e-01,-3.367407644224739705e-01
9.909909909909909720e-01,-2.958960127978592647e-01
1.001001001001001089e+00,-3.439745726355884492e-01
1.011011011011011096e+00,-1.229999921941013152e+00
1.021021021021021102e+00,-3.278886321569455808e-01
1.031031031031031109e+00,-3.940915875655863765e-01
1.041041041041041115e+00,-3.456167394448751984e-01
1.051051051051051122e+00,-3.599058594652344012e-01
1.061061061061061128e+00,-3.276191800560938616e-01
1.071071071071071135e+00,-3.532989180628397508e-01
1.081081081081081141e+00,-3.702774607340789115e-01
1.091091091091091148e+00,-3.533354978073452446e-01
1.101101101101101154e+00,-3.832277736693553982e-01
1.111111111111111160e+00,-3.210611693825293211e-01
1.121121121121121167e+00,-3.635520312601421278e-01
1.131131131131131173e+00,-3.461191752548126721e-01
1.141141141141141180e+00,-3.734259860455395597e-01
1.151151151151151186e+00,-3.529923202394341097e-01
